ARMA_MAT_TXT_FN008
500 2
   2.40240000000000e-02   3.57400000000000e-02
   1.80290000000000e-02   3.58500000000000e-02
   1.80320000000000e-02   3.59170000000000e-02
   1.80600000000000e-02   3.58280000000000e-02
   1.81120000000000e-02   3.58690000000000e-02
   1.81050000000000e-02   3.58330000000000e-02
   1.80710000000000e-02   3.64470000000000e-02
   1.80640000000000e-02   3.74300000000000e-02
   1.81060000000000e-02   3.60460000000000e-02
   1.80680000000000e-02   3.60540000000000e-02
   1.81110000000000e-02   3.60660000000000e-02
   1.80840000000000e-02   3.60520000000000e-02
   1.81070000000000e-02   3.60480000000000e-02
   1.80910000000000e-02   3.60550000000000e-02
   1.82310000000000e-02   3.60520000000000e-02
   1.81620000000000e-02   3.60510000000000e-02
   1.81060000000000e-02   3.59020000000000e-02
   1.80920000000000e-02   3.59310000000000e-02
   1.81300000000000e-02   3.59600000000000e-02
   1.80770000000000e-02   3.58260000000000e-02
   1.80420000000000e-02   3.58870000000000e-02
   1.80480000000000e-02   3.59320000000000e-02
   1.80240000000000e-02   3.58650000000000e-02
   1.80210000000000e-02   3.59400000000000e-02
   1.85010000000000e-02   3.59250000000000e-02
   1.80430000000000e-02   3.58960000000000e-02
   1.80220000000000e-02   3.58990000000000e-02
   1.81060000000000e-02   3.59740000000000e-02
   1.80090000000000e-02   3.59470000000000e-02
   1.80090000000000e-02   3.59460000000000e-02
   1.80390000000000e-02   3.59160000000000e-02
   1.81020000000000e-02   3.59050000000000e-02
   1.80420000000000e-02   3.59350000000000e-02
   1.80040000000000e-02   3.59380000000000e-02
   1.80310000000000e-02   3.59280000000000e-02
   1.80100000000000e-02   3.59110000000000e-02
   1.80510000000000e-02   3.59170000000000e-02
   1.80100000000000e-02   3.59520000000000e-02
   1.79990000000000e-02   3.58880000000000e-02
   1.80110000000000e-02   3.60910000000000e-02
   1.79540000000000e-02   3.59340000000000e-02
   1.80430000000000e-02   3.58490000000000e-02
   1.80150000000000e-02   3.59320000000000e-02
   1.80430000000000e-02   3.59040000000000e-02
   1.80270000000000e-02   3.59110000000000e-02
   1.80160000000000e-02   3.58890000000000e-02
   1.80680000000000e-02   3.59100000000000e-02
   1.80400000000000e-02   3.58460000000000e-02
   1.80800000000000e-02   3.58090000000000e-02
   1.80880000000000e-02   3.58950000000000e-02
   1.80120000000000e-02   3.58310000000000e-02
   1.80290000000000e-02   3.59660000000000e-02
   1.80060000000000e-02   3.58960000000000e-02
   1.80420000000000e-02   3.59760000000000e-02
   1.80500000000000e-02   3.58710000000000e-02
   1.80430000000000e-02   3.58840000000000e-02
   1.80580000000000e-02   3.58750000000000e-02
   1.80630000000000e-02   3.58780000000000e-02
   1.80320000000000e-02   3.58410000000000e-02
   1.79860000000000e-02   3.57720000000000e-02
   1.80640000000000e-02   3.58050000000000e-02
   1.80150000000000e-02   3.59470000000000e-02
   1.79950000000000e-02   3.66240000000000e-02
   1.80320000000000e-02   3.60950000000000e-02
   1.79890000000000e-02   3.60050000000000e-02
   1.80780000000000e-02   3.60320000000000e-02
   1.80330000000000e-02   3.60460000000000e-02
   1.80320000000000e-02   3.60400000000000e-02
   1.80680000000000e-02   3.60530000000000e-02
   1.80570000000000e-02   3.60150000000000e-02
   1.83090000000000e-02   3.60540000000000e-02
   1.83350000000000e-02   3.60520000000000e-02
   1.81790000000000e-02   3.59860000000000e-02
   1.81380000000000e-02   3.60260000000000e-02
   1.81160000000000e-02   3.59400000000000e-02
   1.80850000000000e-02   3.57930000000000e-02
   1.80990000000000e-02   3.66740000000000e-02
   1.80800000000000e-02   3.59640000000000e-02
   1.80860000000000e-02   3.58480000000000e-02
   1.80980000000000e-02   3.59160000000000e-02
   1.81050000000000e-02   3.59410000000000e-02
   1.80670000000000e-02   3.59330000000000e-02
   1.80810000000000e-02   3.58520000000000e-02
   1.80930000000000e-02   3.61870000000000e-02
   1.80320000000000e-02   3.65120000000000e-02
   1.80570000000000e-02   3.59320000000000e-02
   1.79560000000000e-02   3.59050000000000e-02
   1.80330000000000e-02   3.58980000000000e-02
   1.80160000000000e-02   3.59740000000000e-02
   1.80250000000000e-02   3.59850000000000e-02
   1.80840000000000e-02   3.59780000000000e-02
   1.80120000000000e-02   3.59200000000000e-02
   1.80960000000000e-02   3.58850000000000e-02
   1.80860000000000e-02   3.58540000000000e-02
   1.81060000000000e-02   3.59360000000000e-02
   1.80560000000000e-02   3.59520000000000e-02
   1.80320000000000e-02   3.59070000000000e-02
   1.79830000000000e-02   3.58900000000000e-02
   1.79740000000000e-02   3.59620000000000e-02
   1.80990000000000e-02   3.58910000000000e-02
   1.80760000000000e-02   3.59670000000000e-02
   1.79810000000000e-02   3.59340000000000e-02
   1.80480000000000e-02   3.59080000000000e-02
   1.79940000000000e-02   3.58540000000000e-02
   1.80580000000000e-02   3.58700000000000e-02
   1.80920000000000e-02   3.59240000000000e-02
   1.80300000000000e-02   3.59460000000000e-02
   1.80340000000000e-02   3.58920000000000e-02
   1.80050000000000e-02   3.58240000000000e-02
   1.79980000000000e-02   3.58720000000000e-02
   1.80080000000000e-02   3.58580000000000e-02
   1.79870000000000e-02   3.58730000000000e-02
   1.80850000000000e-02   3.58970000000000e-02
   1.79910000000000e-02   3.58610000000000e-02
   1.80470000000000e-02   3.58790000000000e-02
   1.80680000000000e-02   3.58460000000000e-02
   1.80480000000000e-02   3.58740000000000e-02
   1.80280000000000e-02   3.62990000000000e-02
   1.80080000000000e-02   3.61740000000000e-02
   1.80220000000000e-02   3.60520000000000e-02
   1.79470000000000e-02   3.60240000000000e-02
   1.80370000000000e-02   3.60500000000000e-02
   1.80470000000000e-02   3.60360000000000e-02
   1.80100000000000e-02   3.59000000000000e-02
   1.79930000000000e-02   3.71210000000000e-02
   1.81410000000000e-02   3.58500000000000e-02
   1.80780000000000e-02   3.59070000000000e-02
   1.80650000000000e-02   3.59640000000000e-02
   1.81570000000000e-02   3.59320000000000e-02
   1.82030000000000e-02   3.59100000000000e-02
   1.81140000000000e-02   3.59460000000000e-02
   1.80790000000000e-02   3.60330000000000e-02
   1.80980000000000e-02   3.59300000000000e-02
   1.85420000000000e-02   3.59670000000000e-02
   1.81010000000000e-02   3.58430000000000e-02
   1.80710000000000e-02   3.59240000000000e-02
   1.80700000000000e-02   3.59720000000000e-02
   1.81210000000000e-02   3.58970000000000e-02
   1.81030000000000e-02   3.59170000000000e-02
   1.80970000000000e-02   3.59650000000000e-02
   1.80770000000000e-02   3.59630000000000e-02
   1.81330000000000e-02   3.60690000000000e-02
   1.80870000000000e-02   3.59220000000000e-02
   1.82480000000000e-02   3.59430000000000e-02
   1.81000000000000e-02   3.59500000000000e-02
   1.80870000000000e-02   3.60300000000000e-02
   1.80870000000000e-02   3.60690000000000e-02
   1.80750000000000e-02   3.60310000000000e-02
   1.80850000000000e-02   3.60140000000000e-02
   1.80860000000000e-02   3.60530000000000e-02
   1.80820000000000e-02   3.60450000000000e-02
   1.80880000000000e-02   3.60710000000000e-02
   1.80960000000000e-02   3.60500000000000e-02
   1.80940000000000e-02   3.60140000000000e-02
   1.80840000000000e-02   3.74190000000000e-02
   1.79760000000000e-02   3.59010000000000e-02
   1.80410000000000e-02   3.58720000000000e-02
   1.79800000000000e-02   3.58830000000000e-02
   1.80230000000000e-02   3.58940000000000e-02
   1.80370000000000e-02   3.58250000000000e-02
   1.80130000000000e-02   3.58080000000000e-02
   1.79920000000000e-02   3.59430000000000e-02
   1.79890000000000e-02   3.59350000000000e-02
